"Index","UID1","Ques1","Ans1","UID2","Ques2","Ans2"
"197","32096","Which assembly is the legislative body for France ?","French Parliament","15519","Who published Resident Evil Outbreak ?","Capcom"
"198","33464","Which assembly is the legislative body for France ?","French Parliament","15686","Which software published Match Day II ?","Ocean Software"
"199","38978","Which assembly is the legislative body for France ?","French Parliament","62996","Which software published Match Day II ?","Ocean Software"
"200","47193","Which assembly is the legislative body for France ?","French Parliament","17919","Which book series was published by National Academy of Sciences ?","Biographical Memoirs of the National Academy of Sciences"
"201","49611","Which assembly is the legislative body for France ?","French Parliament","18313","Who published Destroy All Humans! Path of the Furon ?","THQ"
"202","55926","Which assembly is the legislative body for France ?","French Parliament","18951","Which software released Super Smash Bros. Brawl ?","Nintendo"
"203","61536","Which assembly is the legislative body for France ?","French Parliament","19930","Who released Cruise for a Corpse ?","Delphine Software International"
"204","62745","Which assembly is the legislative body for France ?","French Parliament","21864","Which publication produced Central Committee of the Communist Party of the Soviet Union ?","Der Emes"
"205","64316","Which assembly is the legislative body for France ?","French Parliament","22476","Which person released A Memoir of the Life and Character of the Late Joseph Parrish, M.D. ?","Lydia R. Bailey"
"206","496","Which legislature represents Paris ?","council of Paris","23091","Which application was published by Super Nintendo Entertainment System ?","SeaQuest DSV"
"207","25723","Which legislature represents Paris ?","council of Paris","23372","Who published Fantasy Zone ?","Japan"
"208","61569","Which legislature represents Paris ?","council of Paris","23514","Who released Blazerush ?","Targem Games"
"209","937","Which legislature governs United States of America ?","United States Congress","24136","Who released Pokémon ?","Nintendo"
"210","6419","Which legislature governs United States of America ?","United States Congress","24144","What was released by Socialist Unity Party of Germany ?","Neues Deutschland"
"211","15126","Which legislature governs United States of America ?","United States Congress","30856","What was released by Socialist Unity Party of Germany ?","Neues Deutschland"
"212","23325","Which legislature governs United States of America ?","United States Congress","24673","Which collectable was published by United Nations Educational, Scientific and Cultural Organization ?","Guidelines for Open Educational Resources in Higher Education"
"213","30041","Which legislature governs United States of America ?","United States Congress","25023","Which university published South Dakota Review ?","University of South Dakota"
"214","40866","Which legislature governs United States of America ?","United States Congress","25221","Who released Molecule Man ?","Mastertronic"
"215","49225","Which legislature governs United States of America ?","United States Congress","26082","Which organization released Jaseiken Necromancer ?","Hudson Soft"
"216","57746","Which legislature governs United States of America ?","United States Congress","26729","Who published Call of Duty: Modern Warfare 3 ?","Square Enix"
"217","60098","Which legislature governs United States of America ?","United States Congress","27276","Which organization released Arctic Thunder ?","Midway Games"
"218","63814","Which legislature governs United States of America ?","United States Congress","28118","Which software published Command & Conquer: Red Alert 3 – Uprising ?","Electronic Arts"
"219","1185","Which assembly governs United Kingdom ?","Parliament of the United Kingdom","30305","Which software released Freddy Pharkas: Frontier Pharmacist ?","Sierra Entertainment"
"220","37350","Which assembly governs United Kingdom ?","Parliament of the United Kingdom","31137","Who released The Lion King ?","Virgin Interactive"
"221","54520","Which assembly governs United Kingdom ?","Parliament of the United Kingdom","31601","Who published Digger ?","Windmill Software"
"222","62093","Which assembly governs United Kingdom ?","Parliament of the United Kingdom","32103","Who released Street Fighter IV ?","Capcom"
"223","7090","Which legislature governs Japan ?","National Diet","32390","Who published Tintin: Destination Adventure ?","Infogrames"
"224","46266","Which legislature governs Japan ?","National Diet","33718","Which publication was published by Prime Minister of Turkey ?","TC Resmi Gazete"
"225","52730","Which legislature governs Japan ?","National Diet","34799","Which profession released Monster Seed ?","Sunsoft"
"226","57267","Which legislature governs Japan ?","National Diet","36313","Which television program produced PlayStation 2 ?","The Outer Limits"
"227","9648","Which parliament governs Ukraine ?","Verkhovna Rada","37391","Who published Guru Logi Champ ?","Compile"
"228","11385","Which Landtag represents Vienna ?","Landtag and City Council of Vienna","37762","Who released FIFA 07 ?","Electronic Arts"
"229","14788","Which assembly is the representative body for United Kingdom of Great Britain and Ireland ?","Parliament of the United Kingdom","37788","Which profession released Atari Anniversary Edition ?","Infogrames"
"230","17149","What has United States Congress as its representative body ?","United States of America","38220","Which software published Metal Gear Acid ?","Konami"
"231","27189","Which legislature is the representative body for El Salvador ?","Legislative Assembly of El Salvador","40298","Which application produced Microsoft Windows ?","Hyperbowl Plus! Edition"
"232","42416","Which form of government governs Montreal ?","Montreal City Council","42344","Who published WWE SmackDown vs. Raw 2010 ?","THQ"
"233","44068","What legislature is the legislative body for Auvergne-Rhône-Alpes ?","Regional Council of Auvergne-Rhône-Alpes","42492","Which collectable was issued by American Philosophical Society ?","Memoir of George B. Wood, M.D., LL.D."
"234","62815","Which assembly governs Zürich ?","Zurich City Council","43991","Who published Mystery Case Files: Escape From Ravenhearst ?","Big Fish Games"
"235","177","Which is the national anthem of Central African Republic ?","La Renaissance","44223","Who published Viva Piñata: Trouble in Paradise ?","Xbox Game Studios"
"236","306","Which literary work is the anthem for Italy ?","Il Canto degli Italiani","44835","Which publication was issued by Social Democratic Party of Germany ?","Vorwärts"
"237","15692","Which literary work is the anthem for Italy ?","Il Canto degli Italiani","47751","Which profession released Defender of the Crown ?","Cinemaware"
"238","37735","Which literary work is the anthem for Italy ?","Il Canto degli Italiani","50596","Which organization published Shrek Super Party ?","TDK Mediactive"
"239","48363","Which literary work is the anthem for Italy ?","Il Canto degli Italiani","51397","What is the name of social group which published Recommendation I.241.3 (11/1988): Teleservices supported by an ISDN: Telefax 4 ?","ITU Telecommunication Standardization Sector"
"240","1058","What is the anthem for Venezuela ?","Gloria al Bravo Pueblo","51798","Who released Total War: Rome II ?","Sega"
"241","7602","What is the national anthem of United States of America ?","The Star-Spangled Banner","52355","Which application was published by People's Republic of China ?","Perfect World"
"242","10244","What is the national anthem of United States of America ?","The Star-Spangled Banner","54122","Who published Woman and her possibilities ?","G. Hassell and Son"
"243","15127","What is the national anthem of United States of America ?","The Star-Spangled Banner","54135","Who released Dance Dance Revolution 4thMix ?","Konami"
"244","24382","What is the national anthem of United States of America ?","The Star-Spangled Banner","54598","Which software published Robert Ludlum's The Bourne Conspiracy ?","Sierra Entertainment"
"245","25083","What is the national anthem of United States of America ?","The Star-Spangled Banner","54726","Who released Golden Axe ?","Virgin Interactive"
"246","31885","What is the national anthem of United States of America ?","The Star-Spangled Banner","55092","Which profession published Blood Wake ?","Xbox Game Studios"
"247","33331","What is the national anthem of United States of America ?","The Star-Spangled Banner","55108","Which occupation published Day of Love ?","actor"
"248","40779","What is the national anthem of United States of America ?","The Star-Spangled Banner","56154","Which profession released LittleBigPlanet 2 ?","Sony Interactive Entertainment"
"249","49226","What is the national anthem of United States of America ?","The Star-Spangled Banner","57101","Who released Winter Sports 2: The Next Challenge ?","Conspiracy Entertainment"
"250","51435","What is the national anthem of United States of America ?","The Star-Spangled Banner","59425","Which organization published Impressions de mes voyages aux Indes ?","Sturgis & Walton company"
"251","52825","What is the national anthem of United States of America ?","The Star-Spangled Banner","62381","Which software released Time Pilot ?","Konami"
"252","53645","What is the national anthem of United States of America ?","The Star-Spangled Banner","474","Which administrative territory does Mariano Trujillo represent ?","Mexico"
"253","55607","What is the national anthem of United States of America ?","The Star-Spangled Banner","506","Which administrative territory does France women's national football team play for ?","France"
"254","57201","What is the national anthem of United States of America ?","The Star-Spangled Banner","2816","Who plays for Dominican Republic ?","Dominica national football team"
"255","61385","What is the national anthem of United States of America ?","The Star-Spangled Banner","5475","Which national sports team represents Vietnam ?","Vietnam national football team"
"256","18597","Which book is the anthem for îles des Saintes ?","La Marseillaise","6567","Which administrative territory is played by Faroe Islands national football team ?","Faroe Islands"
"257","23670","What is the anthem for United Kingdom of Great Britain and Ireland ?","God Save the Queen","8813","Which political territory does Germany national football team represent ?","Germany"
"258","106","Who composed Hollywood Cavalcade ?","David Buttolph","43726","Which political territory does Germany national football team represent ?","Germany"
"259","358","Who composed Good Cop ?","Paul Englishby","12772","Whose national association football team is Swaziland ?","Swaziland women's national football team"
"260","397","Which television program was composed by Ashley Tisdale ?","Picture This","33789","Which administrative territory did Seye Ogunlewe play for ?","Nigeria"
"261","531","Who composed Miranda ?","Riz Ortolani","34608","Whose national sports team is Dominican Republic ?","Dominica national football team"
"262","879","Who composed Fantastic Four: Rise of the Silver Surfer ?","John Ottman","36360","Which administrative territory is represented by Efraín Juárez ?","Mexico"
"263","1153","Who was Flirtation Walk composed by ?","Allie Wrubel","45749","Who plays for Sri Lanka ?","Sri Lanka women's national football team"
"264","1388","Who wrote the music for Press for Time ?","Mike Vickers","48110","Which person represents Yemen ?","Mohammed Rageh"
"265","1468","Which person composed Norma ?","Vincenzo Bellini","50523","Who represents Denmark ?","Andreas Martinsen"
"266","3657","Who did the compostion for Make a Fake ?","Mauro Pagani","54879","Who represents Solomon Islands ?","Solomon Islands women's national football team"
"267","7038","Which work of art is composed by Grzegorz Skawiński ?","Ostatnia misja","1150","Which aircraft class is the facility operator of aircraft ?","global aircraft fleet"
"268","7149","Who composed Cry Freedom ?","George Fenton","1891","Which architectural structure is the administrator of Franklin & Marshall College ?","Sponaugle–Williamson Field"
"269","7247","Which theatrical genre is composed by Leonardo Leo ?","L’Alidoro","2849","Which transport company is the facility operator of Hyvinkää–Karis railway ?","Finnish State Railways"
"270","7270","Who wrote the music for 'Tis Pity She's a Whore ?","Ennio Morricone","2872","Who operates Sidney Leslie Goodwin ?","White Star Line"
"271","7301","Who did the compostion for My Heart Calls You ?","Robert Stolz","3701","Who operates DB Class 23 ?","Deutsche Bundesbahn"
"272","9161","Who composed Imperium: Augustus ?","Pino Donaggio","4041","Which construction can be described as service operator of Netherlands ?","Embassy of the Netherlands, Berlin"
"273","9189","Which person composed The Heathens of Kummerow ?","Rolf Alexander Wilhelm","5254","Which weapon was managed by France ?","AASM"
"274","9346","Who did the compostion for Cello Suite No. 1?","Johann Sebastian Bach","7371","Which social group operates Sky Blu ?","British Antarctic Survey"
"275","10335","Which person composed Don Juan, or If Don Juan Were a Woman ?","Michel Magne","9396","Who manages USS Ulysses S. Grant ?","United States Navy"
"276","10887","Which theatrical genre is David Wood a composer of ?","The Gingerbread Man","9737","Which construction is the administrator of Denmark ?","Embassy of Denmark, London"
"277","11899","Who was Crazy on the Outside composed by ?","David Newman","12344","Who manages Oslo Airport ?","Avinor"
"278","12578","Which work of art has Mariano Díaz as the composer ?","The Sea and the Weather","14340","Which organization operates CP Class 1400 ?","Comboios de Portugal"
"279","13143","Who did the compostion for Tarzan Goes to India ?","Ken Jones","14979","Which nomenclature was operated by World Health Organization ?","International nonproprietary name"
"280","13358","Who composed Extreme Justice ?","David Michael Frank","15707","Which organization was operated by Czech Republic ?","Česká televize"
"281","14382","Who composed Michel Strogoff (miniseries) ?","Vladimir Cosma","15872","Which spacecraft was operated by University of Tartu ?","ESTCube-1"
"282","15957","Who composed The Last Frontier ?","Leigh Harline","17653","Which architectural structure was operated by Salt Lake City ?","Derks Field"
"283","16076","Who composed Gomer Pyle ?","Carl Brandt","23180","Who manages HMS Invincible ?","Royal Navy"
"284","17074","Who composed Luminous Arc 2 ?","Akari Kaida","23331","Which body of water was managed by Chile ?","Whalers Bay"
"285","17178","Who composed Story of Women ?","Matthieu Chabrol","24166","Which sports venue was operated by Texas Christian University ?","Amon G. Carter Stadium"
"286","18088","Who did the compostion for The Tsar's Bride ?","Nikolai Rimsky-Korsakov","24632","Who manages Nørreport Station ?","DSB"
"287","19415","Who composed The Hairy Bird ?","Graeme Revell","24732","Which human settlement was operated by British Army ?","Bulford Camp"
"288","19785","Who composed The Amsterdam Kill ?","Hal Schaefer","26025","Which Antarctic research station was managed by United States of America ?","Brockton Station"
"289","20478","Who composed 7G Rainbow Colony ?","Yuvan Shankar Raja","26511","Which transport company operates Higashi-Nakano Station ?","East Japan Railway Company"
"290","20968","Who composed Rocco and His Brothers ?","Nino Rota","31979","Which product lining was operated by Colombia ?","T-33 Shooting Star"
"291","21152","Who was The Dickson Experimental Sound Film composed by ?","Robert Planquette","35337","Which organization operates Smith Mountain Dam ?","American Electric Power"
"292","22469","Who was A Sunday in Hell composed by ?","Gunner Møller Pedersen","35907","Which voluntary association operates Brazil national football team ?","Brazilian Football Confederation"
"293","22581","Who composed See No Evil ?","Elmer Bernstein","39678","Which device was managed by University of Tübingen ?","Rosenau"
"294","23060","Who did the compostion for Peur sur la ville ?","Ennio Morricone","41997","Which aircraft model was managed by Kingdom of the Netherlands ?","NA-27"
"295","23702","Who composed Hors Saison ?","Peer Raben","62089","Which aircraft model was managed by Kingdom of the Netherlands ?","NA-27"
"296","23803","Who composed Tano da morire ?","Nino D'Angelo","42733","Which sports team can manage Metro Bank Park ?","Harrisburg Senators"
"297","23917","Who was Hello, My Name is Cox composed by ?","Hans-Martin Majewski","43610","Who operates Ullevi ?","Got Event"
"298","24332","Which person composed Va a ser que nadie es perfecto ?","Nacho Mastretta","46321","Which military branch operates USS Ohio ?","United States Navy"
"299","25561","Which work of art is Peter Tschernig a composer of ?","Netto","47199","Who manages Embassy of Brazil, Luanda ?","Brazil"
"300","25913","Which person composed Guardians of the Galaxy ?","Tyler Bates","51289","Which organization can manage MS Azura ?","P&O Cruises"
"301","26083","Who composed Jaseiken Necromancer ?","Jun Chikuma","58142","Who operates Myasishchev M-4 Molot ?","Soviet Naval Aviation"
"302","27217","Who was The Cabinet of Dr. Caligari composed by ?","Giuseppe Becce","60446","Which organization is the facility operator of CMA CGM Marco Polo ?","CMA CGM"
"303","27256","Who composed The Night of the Devils ?","Giorgio Gaslini","61618","Who manages aircraft ?","global aircraft fleet"
"304","28389","Who composed The Greatest Battle ?","Franco Micalizzi","63123","Which stadium was managed by FC Spartak Trnava ?","Štadión Antona Malatinského"
"305","29306","Who wrote the music for Je me suis fait tout petit ?","Georges Brassens","434","Which watercourse is situated nearby Paris ?","Seine"
"306","30525","Who composed Mr. Vampire II ?","Anders Nelsson","1193","Which body of water is located next to Riga ?","Gulf of Riga"
"307","30559","Which literary work is composed by God Save the Queen ?","Rufst du, mein Vaterland","3089","Which waterway is located in the neighbourhood of New York City ?","East River"
"308","30591","Who composed Red Army ?","Christophe Beck","8471","Which group of objects is situated nearby Canada ?","Great Lakes"
"309","30886","Who composed Battle Beyond the Sun ?","Carmine Coppola","9058","Which group of objects is situated nearby Canada ?","Great Lakes"
"310","30903","Who was Try to Make It Your Own composed by ?","Prophecy of Sound","44969","Which group of objects is situated nearby Canada ?","Great Lakes"
"311","31410","Who composed Dennis the Menace ?","Jerry Goldsmith","11013","Which body of water is situated in the neighbourhood of Japan ?","Sea of Japan"
"312","31614","Who composed The Olsen Gang ?","Bent Fabric","39486","Which body of water is situated in the neighbourhood of Japan ?","Sea of Japan"
"313","32971","Who composed Chasing Girls ?","Teddy Robin","11320","Which waterway is situated close to Singapore ?","Singapore Strait"
"314","33185","Which person composed Spur in die Nacht ?","Helmut Nier","14481","Which waterway is situated close to Singapore ?","Singapore Strait"
"315","33232","Who composed Woman Haters ?","Louis Silvers","45607","Which watercourse is located next to Třebíč ?","Jihlava"
"316","35198","Who did the compostion for La polizia ha le mani legate ?","Stelvio Cipriani","2069","Which periodical literature has France as its publication location ?","El Socialista"
"317","36019","Which film was composed by Ray Gilbert ?","Hey There, It's Yogi Bear!","2424","What was published in United Kingdom ?","The Little Prince"
"318","36374","Who composed 13 jours en France ?","Francis Lai","64081","What was published in United Kingdom ?","The Little Prince"
"319","37164","Who was The Hand in the Trap composed by ?","Atilio Stampone","3975","Which work of art was published in England ?","Hello London"
"320","38416","Who composed Tobal No. 1 ?","Masashi Hamauzu","44517","Which work of art was published in England ?","Hello London"
"321","38787","Which person composed Jingle All the Way ?","David Newman","5444","Which collectable has Metz as its publication place ?","Atlas de l'agglomération messine : 1995"
"322","39741","Who composed The Life of Vergie Winters ?","Max Steiner","7588","Which administrative territory is the location of publication of Reconnoitering Voyages and Travels, with Adventures in the new colonies of South Australia ?","London"
"323","40167","Who composed Jump Tomorrow ?","Harald Kloser","11647","Which periodical literature was published in Russia ?","La Ondo de Esperanto"
"324","40322","Who was Michael Jackson's Moonwalker composed by ?","Michael Jackson","18621","Which book has Kolkata as its release location ?","Abbey of Bliss"
"325","40493","Which person composed Una fredda mattina di maggio ?","Riz Ortolani","19461","Where was The Buzz on Maggie published ?","Disney Channel"
"326","41721","Who composed Chalta Purza ?","Rahul Dev Burman","27117","Which administrative territory is the publication region of Cwm Maentwrog ?","London"
"327","43685","Who composed A Simple Wish ?","Bruce Broughton","48763","Which special field was published in Munich ?","Gnomon"
"328","44222","Who wrote the music for Viva Piñata: Trouble in Paradise ?","Grant Kirkhope","50244","Where was La Marseillaise published ?","Strasbourg"
"329","45368","Who wrote the music for Un rey en la Habana ?","Edesio Alejandro","55084","Which comic genre was published in France ?","The Idea"
"330","45428","Which person composed Cats Don't Dance ?","Randy Newman","61366","Which manuscript was published in Kraków ?","Catalogue of the Archbishops of Gniezno"
"331","46023","Who composed Garfield Gets Real ?","Kenneth Burgomaster","487","Which word does Dominique Van Der Straeten hold ?","Doctor of Philosophy"
"332","46596","Who composed Creepshow III ?","Chris Anderson","789","What is the degree held by Gustav Carl Framhein ?","Doctor of Laws"
"333","46784","Which musical composition has Joonas Kokkonen as the melodist ?","Symphony No. 3","1769","What degree or diploma was awarded to Yelena Soyni ?","Doctor of Sciences in Philology"
"334","47892","Who wrote the music for Prelude in C-sharp minor ?","Sergei Rachmaninoff","4442","What degree does Johann Erich Biester hold ?","Doctor of Laws"
"335","47897","Which person composed When the Bough Breaks ?","John Frizzell","4662","Which qualification does Gury Marchuk hold ?","Doctor of Sciences in Physics and Mathematics"
"336","48154","Who did the compostion for Il grande colpo dei sette uomini d'oro ?","Armando Trovaioli","5271","Which doctoral degree does Mehmed Reshid hold ?","Doctor of Medicine"
"337","49969","Who composed Tomb Raider: Legend ?","Troels Brun Folmann","7184","What degree does Bernhard Stöckhert hold ?","doctorate"
"338","50111","Who composed Forbidden Planet ?","Bebe Barron","9928","What degree does Karl Heinz Schröder hold ?","doctorate"
"339","51170","Who was Goal II: Living the Dream composed by ?","Stephen Warbeck","10542","Which academic degree does Willem Aantjes hold ?","Master of Laws"
"340","51271","Who wrote the music for Evangelion: 1.0 You Are (Not) Alone ?","Shirō Sagisu","30183","Which phrase does Jan Chojeński hold ?","Doctor of both laws"
"341","51320","Which person composed The Man with the Carnation ?","Mikis Theodorakis","33966","What degree does Friedrich Eberhard Schnapp hold ?","doctorate"
"342","51365","Who composed Die, Monster ?","Don Banks","34286","What degree does Robert von Pöhlmann hold ?","doctorate"
"343","53007","Who composed Dracula Has Risen from the Grave ?","James Bernard","37089","Which school does Anne Méaux hold ?","Sciences Po"
"344","54735","Who composed A Thousand Words ?","John Debney","38893","What degree does Håkan Sterky hold ?","professor"
"345","58232","Which melody is composed by John Hughes ?","Cwm Rhondda","41650","What degree does Christoph Möllers hold ?","doctorate"
"346","58609","Who did the compostion for Paris Is Always Paris ?","Roman Vlad","44260","Who holds the diploma Sciences Po ?","Anne Méaux"
"347","60049","Which person composed Pussycat, Pussycat, I Love You ?","Lalo Schifrin","45579","What degree does Mikhail Samoilovich Neiman hold ?","Doctor in Engineering"
"348","60571","Which person composed Dream of a Summer Night ?","Mauro Pagani","51600","What degree does Maximilian Wilhelm Haedicke hold ?","doctorate"
"349","60762","Who did the compostion for StarCraft II: Wings of Liberty ?","Russell Brower","54989","Which word does Stephen V. Cameron hold ?","Doctor of Philosophy"
"350","61664","Who composed Quake 4 ?","Chris Vrenna","55058","What degree does Hans Gerhard Kindermann hold ?","doctorate"
"351","62586","Who composed Bullet to Beijing ?","Rick Wakeman","57206","What degree does Dietrich Bürkel hold ?","Doctor of Laws"
"352","63505","Which work of art was composed by Robert B. Sherman ?","Moon Pilot","1003","Which concept is an extension pop music ?","worldbeat"
"353","63853","Who was Cirque du Soleil: Worlds Away composed by ?","Benoît Jutras","2332","Which fictional character does Scott Lang / Ant-Man extend upon ?","Scott Lang"
"354","47","What situation did Joseph Schillinger die in ?","natural causes","2466","Which work of art is derived from Street Fighter II: The World Warrior ?","Street Fighter II: The Animated Movie"
"355","186","What manner did Ghena Dimitrova die ?","natural causes","2700","Which abstract being builds on Mus musculus ?","Pikachu"
"356","500","Which activity best describes with circumstances of death of Daniel Lewin ?","homicide","21269","Which abstract being builds on Mus musculus ?","Pikachu"
"357","3360","Which situation led to the death of József Bersek ?","suicide","27507","Which abstract being builds on Mus musculus ?","Pikachu"
"358","10441","What manner did Georges Jean Victor Haussmann die ?","natural causes","37514","Which abstract being builds on Mus musculus ?","Pikachu"
"359","12711","What manner did Björn Isfält die ?","natural causes","39304","Which abstract being builds on Mus musculus ?","Pikachu"
"360","14311","What manner did R. W. Apple, Jr. die ?","natural causes","43318","Which abstract being builds on Mus musculus ?","Pikachu"
"361","14629","What manner did Ismaél Díaz die ?","homicide","44792","Which abstract being builds on Mus musculus ?","Pikachu"
"362","16226","Which person has breast cancer as death circumstances ?","Montserrat Roig","45802","Which abstract being builds on Mus musculus ?","Pikachu"
"363","17656","What manner did Carlos António Gomes die ?","natural causes","50893","Which abstract being builds on Mus musculus ?","Pikachu"
"364","31647","What situation did António de Sousa Bastos die in ?","natural causes","52978","Which abstract being builds on Mus musculus ?","Pikachu"
"365","35363","What manner did Francisco Lameyer y Berenguer die ?","natural causes","53920","Which abstract being builds on Mus musculus ?","Pikachu"
"366","42299","What situation did Vicente Lampérez y Romea die in ?","natural causes","58696","Which abstract being builds on Mus musculus ?","Pikachu"
"367","334","Which person is the produced of One Hour with You ?","Ernst Lubitsch","3352","Which television series is derived from Romance of the Three Kingdoms ?","Sangokushi"
"368","1031","Who is the creator of Prema ?","D. Ramanaidu","3776","Which event builds on English ?","Loglan"
"369","1846","Which work of art created Alexandre Trauner ?","Irma la Douce","3864","Which event builds on English ?","Loglan"
"370","2009","What has been developed by Italy ?","Calabuch","5625","Which event builds on English ?","Loglan"
"371","59638","What has been developed by Italy ?","Calabuch","24404","Which event builds on English ?","Loglan"
"372","2242","Who is the producer of Dr. Pyckle and Mr. Pryde ?","Joe Rock","52702","Which event builds on English ?","Loglan"
"373","3195","Which work of art has been developed by United States of America ?","The Thief of Bagdad","55153","Which event builds on English ?","Loglan"
"374","49834","Which work of art has been developed by United States of America ?","The Thief of Bagdad","4580","Which collectable is Gettysburg a fork of ?","The Killer Angels"
"375","3773","Who produced Towed in a Hole ?","Hal Roach","4790","Which fictional humanoid does Number 2 extend upon ?","Emilio Largo"
"376","3984","Who is the producer of Detective Conan: The Phantom of Baker Street ?","TMS Entertainment","5202","Which concept does pop music extend upon ?","rock and roll"
"377","4474","Who produced Kaalia ?","Sunil Bohra","5993","Which application is an extension Super Smash Bros. Brawl ?","Project M"
"378","6614","Who produced The Biggest Bundle of Them All ?","Josef Shaftel","7768","Which event is derived from English ?","Loglan"
"379","7300","Who produced My Heart Calls You ?","Arnold Pressburger","23582","Which event is derived from English ?","Loglan"
"380","7674","Which person produced Shevri ?","Neena Kulkarni","44923","Which event is derived from English ?","Loglan"
"381","9753","Which person produced A Trip to Chinatown ?","William Fox","47299","Which event is derived from English ?","Loglan"
"382","10061","Which person produced Oy Vey! My Son Is Gay!! ?","Evgeny Afineevsky","61437","Which event is derived from English ?","Loglan"
"383","12494","Which person is the produced of Super Smash Bros. Melee ?","Shigeru Miyamoto","62289","Which event is derived from English ?","Loglan"
"384","12602","Who is the producer of Jamba Lakidi Pamba ?","DVV Danayya","64222","Which event is derived from English ?","Loglan"
"385","13766","Which person produced It Started with a Kiss ?","Aaron Rosenberg","8055","Which ship type is Kitty Hawk-class aircraft carrier based on ?","Forrestal-class aircraft carrier"
"386","15630","Which the media is the produced of A Hole of My Own Making ?","Nikkatsu","9269","Which application is derived from Star Wars Episode IV: A New Hope ?","Star Wars"
"387","16182","Which application created Ubisoft ?","Just Dance 2014","10063","Which classification scheme is adapted from Old Church Slavonic ?","West Slavic languages"
"388","16434","Which person is the produced of With Fire and Sword ?","Jerzy Hoffman","10149","Which collectable is The Eye of the Storm based on ?","The Eye of the Storm"
"389","19001","Who produced Facing the Giants ?","David Nixon","11574","Which work of art is adapted from Thor ?","Thor XXX: An Axel Braun Parody"
"390","19220","Who produced Pirates of the Caribbean: On Stranger Tides ?","Jerry Bruckheimer","12055","Where is Beech M18R adapted from ?","Beech 18R"
"391","20238","Which business enterprise produced Here Comes the Bride ?","ABS-CBN","12102","Which work of art is an extension Avatar: The Last Airbender ?","The Last Airbender"
"392","20707","Which person produced The Curse of the Mummy's Tomb ?","Michael Carreras","12877","Which work of art is based on Don Carlos ?","Carlos"
"393","21209","Who is the producer of Der Choral von Leuthen ?","Carl Froelich","14359","Which sport builds on baseball ?","pesäpallo"
"394","22805","Which person is the produced of Show Girl in Hollywood ?","Robert North","15677","Which language family is kanji based on ?","Chinese characters"
"395","25089","Who produced Waking Madison ?","Megan Ellison","16106","Which theatrical genre is based on Sunset Boulevard ?","Sunset Boulevard"
"396","26710","Who is the producer of Three Hats for Lisa ?","Jack Hanbury","17622","Which application builds on GoldenEye ?","GoldenEye 007"
"397","26853","Who produced Prodigal Daughters ?","Adolph Zukor","17726","Which collectable is Harry Potter and the Chamber of Secrets considered a copy of ?","Harry Potter and the Chamber of Secrets"
"398","27935","Which application has been produced by 1-UP Studio ?","Mother 3","18969","Which book series is Tales from Earthsea a fork of ?","Earthsea series"
"399","28925","Which person produced Last Woman on Earth ?","Charles Hannawalt","19074","Which abstract being does Captain America: Civil War extend upon ?","Captain America"
"400","32567","Which film genre has been produced by Frank Tuttle ?","Manhandled","19679","Which computing platform is adapted from Nintendo Entertainment System ?","NES Classic Edition"
"401","32757","Which release created Norman Smith ?","Savage Eye","20630","Which cinematic technique does Monsters vs. Aliens extend upon ?","Monsters vs. Aliens"
"402","36142","Who is the producer of Humko Tumse Pyaar Hai ?","Sajid Nadiadwala","22147","Which world view does Borghese Vase extend upon ?","Greek mythology"
"403","36384","Who produced No Retreat, No Surrender ?","Ng See-yuen","23284","Which application is adapted from Harry Potter and the Philosopher's Stone ?","Harry Potter and the Philosopher's Stone"
"404","36430","Who produced Dreams on Spec ?","Daniel J. Snyder","25460","Which literary genre does Moss extend upon ?","Moss"
"405","37172","Who produced King of the Lost World ?","David Michael Latt","25514","Which fictional location is an extension New York City ?","New New York"
"406","37536","Which album has been produced by Mike Patton ?","A Perfect Place","42129","Which fictional location is an extension New York City ?","New New York"
"407","37756","Who produced The Legend of Zelda: A Link to the Past ?","Shigeru Miyamoto","26187","Which television program is adapted from Sega ?","House of the Dead 2"
"408","38615","Who is the producer of Young Policemen in Love ?","Wong Jing","26196","Which product lining does King Air extend upon ?","Queen Air"
"409","39123","Who produced The Love Nest ?","Walter C. Mycroft","28239","Which fictional humanoid is adapted from Ilich Ramírez Sánchez ?","Renard"
"410","40076","Which person produced Dieu a besoin des hommes ?","Paul Graetz","30163","Which person does Not as a Stranger extend upon ?","Morton Thompson"
"411","43265","Who produced Lust for Freedom ?","Eric Louzil","30650","Where is The Last Exorcism Part II adapted from ?","The Last Exorcism"
"412","43640","Who produced Royal Wedding ?","Arthur Freed","39960","Which social group is Christianity based on ?","Judaism"
"413","47353","Which division produced Area 52 ?","Rubyworks Records","41634","Which free software is Android considered a copy of ?","Linux kernel"
"414","48086","Who produced The Stars Are Singing ?","Irving Asher","64092","Which free software is Android considered a copy of ?","Linux kernel"
"415","50729","Which person is the produced of Juan Simón's Daughter ?","Luis Buñuel","43523","Which work of art does Hamlet extend upon ?","Hamlet"
"416","51360","Which cinematic technique has been produced by Junko Takeuchi ?","Naruto Shippuden the Movie: The Lost Tower","46463","Which work of art builds on Doctor Zhivago ?","Doctor Zhivago"
"417","53953","Which film studio produced Evidence ?","Warner Bros.","49826","Which product is P-2F Neptune based on ?","P2V-5 Neptune"
"418","57815","Which person produced Born of Unknown Father ?","Maurice Cloche","57138","Which film is derived from The Sword in the Stone ?","The Sword in the Stone"
